name,type,model,color,sku,simples_skus,Body Type,Color Description,description,neck,fingerboard,scale_length,body_material,pickups,bridge,tuning_machines,Options,msrp,visibility,country_of_manufacture,_attribute_set,configurable_attributes,_product_websites,custom_design,enable_googlecheckout,msrp_display_actual_price_type,msrp_enabled,options_container,price,short_description,status,tax_class_id,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided
Mondial Classic  ,simple,MOG,IGR,MOG-IGR,,Semi-Hollow,Italia Green,"The distinctive Mondial Classic encapsulates the spirit of the ITALIA product range. Its totally retro while being totally state of the art electronics and hardware. Aside from its gorgeous attire (complete with rubber-bound edges), this is an amazing-sounding instrument. Unique tones abound, courtesy of the special design ‘AcoustiGlass’ top and ITALIA Piezo Jazz-style bridge, which combine with the Wilkinson design ‘Vintage Voiced’ Alnico V Humbuckers to create an incredibly versatile instrument when either on stage or in the studio. Blend the jangle of the acoustic with the sustain of the electric for some incredible tones. Just like the Maranello Deluxe, the Classic will find favor with blues and slide players, singer-songwriters, as well as gigging or studio musicians who want a broad range of tonal options with a single instrument.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood w/Fiber Glassy Top,Wilkinson WVC Humbuckers,Wooden Piezo w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The distinctive Mondial Classic encapsulates the spirit of the ITALIA product range. Its totally retro while being totally state of the art electronics and hardware. Aside from its gorgeous attire (complete with rubber-bound edges), this is an amazing-sounding instrument. Unique tones abound, courtesy of the special design ‘AcoustiGlass’ top and ITALIA Piezo Jazz-style bridge, which combine with the Wilkinson design ‘Vintage Voiced’ Alnico V Humbuckers to create an incredibly versatile instrument when either on stage or in the studio. Blend the jangle of the acoustic with the sustain of the electric for some incredible tones. Just like the Maranello Deluxe, the Classic will find favor with blues and slide players, singer-songwriters, as well as gigging or studio musicians who want a broad range of tonal options with a single instrument.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Classic  ,simple,MOG,ICR,MOG-ICR,,Semi-Hollow,Italia Cream,"The distinctive Mondial Classic encapsulates the spirit of the ITALIA product range. Its totally retro while being totally state of the art electronics and hardware. Aside from its gorgeous attire (complete with rubber-bound edges), this is an amazing-sounding instrument. Unique tones abound, courtesy of the special design ‘AcoustiGlass’ top and ITALIA Piezo Jazz-style bridge, which combine with the Wilkinson design ‘Vintage Voiced’ Alnico V Humbuckers to create an incredibly versatile instrument when either on stage or in the studio. Blend the jangle of the acoustic with the sustain of the electric for some incredible tones. Just like the Maranello Deluxe, the Classic will find favor with blues and slide players, singer-songwriters, as well as gigging or studio musicians who want a broad range of tonal options with a single instrument.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood w/Fiber Glassy Top,Wilkinson WVC Humbuckers,Wooden Piezo w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The distinctive Mondial Classic encapsulates the spirit of the ITALIA product range. Its totally retro while being totally state of the art electronics and hardware. Aside from its gorgeous attire (complete with rubber-bound edges), this is an amazing-sounding instrument. Unique tones abound, courtesy of the special design ‘AcoustiGlass’ top and ITALIA Piezo Jazz-style bridge, which combine with the Wilkinson design ‘Vintage Voiced’ Alnico V Humbuckers to create an incredibly versatile instrument when either on stage or in the studio. Blend the jangle of the acoustic with the sustain of the electric for some incredible tones. Just like the Maranello Deluxe, the Classic will find favor with blues and slide players, singer-songwriters, as well as gigging or studio musicians who want a broad range of tonal options with a single instrument.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Classic  ,simple,MOG,BK,MOG-BK,,Semi-Hollow,Black  ,"The distinctive Mondial Classic encapsulates the spirit of the ITALIA product range. Its totally retro while being totally state of the art electronics and hardware. Aside from its gorgeous attire (complete with rubber-bound edges), this is an amazing-sounding instrument. Unique tones abound, courtesy of the special design ‘AcoustiGlass’ top and ITALIA Piezo Jazz-style bridge, which combine with the Wilkinson design ‘Vintage Voiced’ Alnico V Humbuckers to create an incredibly versatile instrument when either on stage or in the studio. Blend the jangle of the acoustic with the sustain of the electric for some incredible tones. Just like the Maranello Deluxe, the Classic will find favor with blues and slide players, singer-songwriters, as well as gigging or studio musicians who want a broad range of tonal options with a single instrument.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood w/Fiber Glassy Top,Wilkinson WVC Humbuckers,Wooden Piezo w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The distinctive Mondial Classic encapsulates the spirit of the ITALIA product range. Its totally retro while being totally state of the art electronics and hardware. Aside from its gorgeous attire (complete with rubber-bound edges), this is an amazing-sounding instrument. Unique tones abound, courtesy of the special design ‘AcoustiGlass’ top and ITALIA Piezo Jazz-style bridge, which combine with the Wilkinson design ‘Vintage Voiced’ Alnico V Humbuckers to create an incredibly versatile instrument when either on stage or in the studio. Blend the jangle of the acoustic with the sustain of the electric for some incredible tones. Just like the Maranello Deluxe, the Classic will find favor with blues and slide players, singer-songwriters, as well as gigging or studio musicians who want a broad range of tonal options with a single instrument.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Classic  ,configurable,,,MOG,"MOG-BK,MOG-ICR,MOG-IGR,MOG-IRD,MOG-IBL",Semi-Hollow,,"The distinctive Mondial Classic encapsulates the spirit of the ITALIA product range. Its totally retro while being totally state of the art electronics and hardware. Aside from its gorgeous attire (complete with rubber-bound edges), this is an amazing-sounding instrument. Unique tones abound, courtesy of the special design ‘AcoustiGlass’ top and ITALIA Piezo Jazz-style bridge, which combine with the Wilkinson design ‘Vintage Voiced’ Alnico V Humbuckers to create an incredibly versatile instrument when either on stage or in the studio. Blend the jangle of the acoustic with the sustain of the electric for some incredible tones. Just like the Maranello Deluxe, the Classic will find favor with blues and slide players, singer-songwriters, as well as gigging or studio musicians who want a broad range of tonal options with a single instrument.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood w/Fiber Glassy Top,Wilkinson WVC Humbuckers,Wooden Piezo w/Italia Trapeze,Italia Machines,,1001,4,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The distinctive Mondial Classic encapsulates the spirit of the ITALIA product range. Its totally retro while being totally state of the art electronics and hardware. Aside from its gorgeous attire (complete with rubber-bound edges), this is an amazing-sounding instrument. Unique tones abound, courtesy of the special design ‘AcoustiGlass’ top and ITALIA Piezo Jazz-style bridge, which combine with the Wilkinson design ‘Vintage Voiced’ Alnico V Humbuckers to create an incredibly versatile instrument when either on stage or in the studio. Blend the jangle of the acoustic with the sustain of the electric for some incredible tones. Just like the Maranello Deluxe, the Classic will find favor with blues and slide players, singer-songwriters, as well as gigging or studio musicians who want a broad range of tonal options with a single instrument.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Sonoro,simple,MOGS,BKSP,MOGS-BKSP,,Specialty,Black Sparkle,"The all-new designed Mondial Sonoro has that traditional resonator sound, creating strong sustain and resonance from its powerful resonator cone. The biscuit bridge with embedded Piezo pickup combine beautifully with the tone of the magnetic resonator pickup. This new Mondial Sonoro gives you unbelievable balance of sound.",Set Neck w/Hardrock Maple,22 Brass Fret Rosewood,25.5in. / 635mm,Mahogany Body w/Soft Maple Cap,Italia Premier IPMn + Piezo,Biscuit,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The all-new designed Mondial Sonoro has that traditional resonator sound, creating strong sustain and resonance from its powerful resonator cone. The biscuit bridge with embedded Piezo pickup combine beautifully with the tone of the magnetic resonator pickup. This new Mondial Sonoro gives you unbelievable balance of sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Sonoro,simple,MOGS,2TS,MOGS-2TS,,Specialty,2 Tone Sunburst,"The all-new designed Mondial Sonoro has that traditional resonator sound, creating strong sustain and resonance from its powerful resonator cone. The biscuit bridge with embedded Piezo pickup combine beautifully with the tone of the magnetic resonator pickup. This new Mondial Sonoro gives you unbelievable balance of sound.",Set Neck w/Hardrock Maple,22 Brass Fret Rosewood,25.5in. / 635mm,Mahogany Body w/Soft Maple Cap,Italia Premier IPMn + Piezo,Biscuit,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The all-new designed Mondial Sonoro has that traditional resonator sound, creating strong sustain and resonance from its powerful resonator cone. The biscuit bridge with embedded Piezo pickup combine beautifully with the tone of the magnetic resonator pickup. This new Mondial Sonoro gives you unbelievable balance of sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Sonoro,configurable,,,MOGS,"MOGS-2TS,MOGS-BKSP",Specialty,,"The all-new designed Mondial Sonoro has that traditional resonator sound, creating strong sustain and resonance from its powerful resonator cone. The biscuit bridge with embedded Piezo pickup combine beautifully with the tone of the magnetic resonator pickup. This new Mondial Sonoro gives you unbelievable balance of sound.",Set Neck w/Hardrock Maple,22 Brass Fret Rosewood,25.5in. / 635mm,Mahogany Body w/Soft Maple Cap,Italia Premier IPMn + Piezo,Biscuit,Italia Machines,,1001,4,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The all-new designed Mondial Sonoro has that traditional resonator sound, creating strong sustain and resonance from its powerful resonator cone. The biscuit bridge with embedded Piezo pickup combine beautifully with the tone of the magnetic resonator pickup. This new Mondial Sonoro gives you unbelievable balance of sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Deluxe,simple,MOGD,2TS,MOGD-2TS,,Semi-Hollow,2 Tone Sunburst,"The Mondial Deluxe provides both dual Humbucker pickups along with a Piezo acoustic pickup creating the ability to blend the two for rich, complex tonalities. The Piezo acoustic bridge is kept in check by an onboard three band active EQ, and the WVC Wilkinson Humbuckers feature a traditional passive tone control. Both the look and sound of the Mondial Deluxe are derived from the selection of classic tone-producing woods used in its construction. The maple and mahogany complement each other to perfection. The three-ply pickguard, distinctive Italia tailpiece and ornate custom fretmarkers are the finishing touches to a guitar masterpiece.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Mahogany Chambered Body w/Soft Maple Cap,Wilkinson WVC Humbuckers,Piezo Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Mondial Deluxe provides both dual Humbucker pickups along with a Piezo acoustic pickup creating the ability to blend the two for rich, complex tonalities. The Piezo acoustic bridge is kept in check by an onboard three band active EQ, and the WVC Wilkinson Humbuckers feature a traditional passive tone control. Both the look and sound of the Mondial Deluxe are derived from the selection of classic tone-producing woods used in its construction. The maple and mahogany complement each other to perfection. The three-ply pickguard, distinctive Italia tailpiece and ornate custom fretmarkers are the finishing touches to a guitar masterpiece.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Deluxe,simple,MOGD,HSB,MOGD-HSB,,Semi-Hollow,Herritage Sunburst,"The Mondial Deluxe provides both dual Humbucker pickups along with a Piezo acoustic pickup creating the ability to blend the two for rich, complex tonalities. The Piezo acoustic bridge is kept in check by an onboard three band active EQ, and the WVC Wilkinson Humbuckers feature a traditional passive tone control. Both the look and sound of the Mondial Deluxe are derived from the selection of classic tone-producing woods used in its construction. The maple and mahogany complement each other to perfection. The three-ply pickguard, distinctive Italia tailpiece and ornate custom fretmarkers are the finishing touches to a guitar masterpiece.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Mahogany Chambered Body w/Soft Maple Cap,Wilkinson WVC Humbuckers,Piezo Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Mondial Deluxe provides both dual Humbucker pickups along with a Piezo acoustic pickup creating the ability to blend the two for rich, complex tonalities. The Piezo acoustic bridge is kept in check by an onboard three band active EQ, and the WVC Wilkinson Humbuckers feature a traditional passive tone control. Both the look and sound of the Mondial Deluxe are derived from the selection of classic tone-producing woods used in its construction. The maple and mahogany complement each other to perfection. The three-ply pickguard, distinctive Italia tailpiece and ornate custom fretmarkers are the finishing touches to a guitar masterpiece.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Mondial Deluxe,configurable,,,MOGD,"MOGD-HSB,MOGD-2TS",Semi-Hollow,,"The Mondial Deluxe provides both dual Humbucker pickups along with a Piezo acoustic pickup creating the ability to blend the two for rich, complex tonalities. The Piezo acoustic bridge is kept in check by an onboard three band active EQ, and the WVC Wilkinson Humbuckers feature a traditional passive tone control. Both the look and sound of the Mondial Deluxe are derived from the selection of classic tone-producing woods used in its construction. The maple and mahogany complement each other to perfection. The three-ply pickguard, distinctive Italia tailpiece and ornate custom fretmarkers are the finishing touches to a guitar masterpiece.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Mahogany Chambered Body w/Soft Maple Cap,Wilkinson WVC Humbuckers,Piezo Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,4,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"The Mondial Deluxe provides both dual Humbucker pickups along with a Piezo acoustic pickup creating the ability to blend the two for rich, complex tonalities. The Piezo acoustic bridge is kept in check by an onboard three band active EQ, and the WVC Wilkinson Humbuckers feature a traditional passive tone control. Both the look and sound of the Mondial Deluxe are derived from the selection of classic tone-producing woods used in its construction. The maple and mahogany complement each other to perfection. The three-ply pickguard, distinctive Italia tailpiece and ornate custom fretmarkers are the finishing touches to a guitar masterpiece.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Classic,simple,MNG,BLSP,MNG-BLSP,,Solid Body,Blue Sparkle,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson WMH Mini Humbuckers,Roller Saddle Tune-o-matic w/Italia Whammy Bar,Italia Locking Tuners,Pearloid Back,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Classic,simple,MNG,RDSP,MNG-RDSP,,Solid Body,Red Sparkle,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson WMH Mini Humbuckers,Roller Saddle Tune-o-matic w/Italia Whammy Bar,Italia Locking Tuners,Pearloid Back,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Classic,simple,MNG,GDSP,MNG-GDSP,,Solid Body,Gold Sparkle,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson WMH Mini Humbuckers,Roller Saddle Tune-o-matic w/Italia Whammy Bar,Italia Locking Tuners,Pearloid Back,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Classic,simple,MNG,GRSP,MNG-GRSP,,Solid Body,Green Sparkle,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson WMH Mini Humbuckers,Roller Saddle Tune-o-matic w/Italia Whammy Bar,Italia Locking Tuners,Pearloid Back,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Classic,configurable,,,MNG,"MNG-GRSP,MNG-GDSP,MNG-RDSP,MNG-BLSP",Solid Body,,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",Bolt-on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Agathis Tonewood,Wilkinson WMH Mini Humbuckers,Roller Saddle Tune-o-matic w/Italia Whammy Bar,Italia Locking Tuners,Pearloid Back,1001,4,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With acres of Pearloid and shimmering sparkle, the Modena is a blast from the past and a definitive example of glitzy retro-chic. Features include 3 Wilkinson Alnico V Mini Humbuckers, plus a special blend control to give you a wide range of pickup combinations (seven in all). And there’s an ultra-smooth action ITALIA Vibrato for that original vintage feel.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Sitar,simple,MNGT,RCK,MNGT-RCK,,Specialty,Red Cracking,"This electric sitar is a unique instrument that utilizes the Gotoh Buzz bridge producing the sympathetic string sound of a traditional sitar. In addition to the unique sound is the mini-harp on the upper part of the body. Tuned in half-steps, this mini-harp has its own lipstick pickup and produces resonating overtones to the primary strings. In effect, the ITALIA Modena Sitar produces some of the most unique and bizarre tones to come from an electric guitar. The ITALIA Modena Sitar is loaded with three lipstick pickups (one specially designed for the mini-harp) each having its own individual Volume and Tone controls for endless variations of blending. No other instrument can reproduce what this one does. The ITALIA Modena Sitar is unique and fresh providing a different outlook on modern electric guitar.",Maple Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Hollow Construction,Italia Lipstick Pickups,Gotoh Buzz Sitar Bridge,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"This electric sitar is a unique instrument that utilizes the Gotoh Buzz bridge producing the sympathetic string sound of a traditional sitar. In addition to the unique sound is the mini-harp on the upper part of the body. Tuned in half-steps, this mini-harp has its own lipstick pickup and produces resonating overtones to the primary strings. In effect, the ITALIA Modena Sitar produces some of the most unique and bizarre tones to come from an electric guitar. The ITALIA Modena Sitar is loaded with three lipstick pickups (one specially designed for the mini-harp) each having its own individual Volume and Tone controls for endless variations of blending. No other instrument can reproduce what this one does. The ITALIA Modena Sitar is unique and fresh providing a different outlook on modern electric guitar.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Sitar,simple,MNGT,WCK,MNGT-WCK,,Specialty,White Cracking,"This electric sitar is a unique instrument that utilizes the Gotoh Buzz bridge producing the sympathetic string sound of a traditional sitar. In addition to the unique sound is the mini-harp on the upper part of the body. Tuned in half-steps, this mini-harp has its own lipstick pickup and produces resonating overtones to the primary strings. In effect, the ITALIA Modena Sitar produces some of the most unique and bizarre tones to come from an electric guitar. The ITALIA Modena Sitar is loaded with three lipstick pickups (one specially designed for the mini-harp) each having its own individual Volume and Tone controls for endless variations of blending. No other instrument can reproduce what this one does. The ITALIA Modena Sitar is unique and fresh providing a different outlook on modern electric guitar.",Maple Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Hollow Construction,Italia Lipstick Pickups,Gotoh Buzz Sitar Bridge,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"This electric sitar is a unique instrument that utilizes the Gotoh Buzz bridge producing the sympathetic string sound of a traditional sitar. In addition to the unique sound is the mini-harp on the upper part of the body. Tuned in half-steps, this mini-harp has its own lipstick pickup and produces resonating overtones to the primary strings. In effect, the ITALIA Modena Sitar produces some of the most unique and bizarre tones to come from an electric guitar. The ITALIA Modena Sitar is loaded with three lipstick pickups (one specially designed for the mini-harp) each having its own individual Volume and Tone controls for endless variations of blending. No other instrument can reproduce what this one does. The ITALIA Modena Sitar is unique and fresh providing a different outlook on modern electric guitar.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Sitar,configurable,,,MNGT,"MNGT-WCK,MNGT-RCK",Specialty,,"This electric sitar is a unique instrument that utilizes the Gotoh Buzz bridge producing the sympathetic string sound of a traditional sitar. In addition to the unique sound is the mini-harp on the upper part of the body. Tuned in half-steps, this mini-harp has its own lipstick pickup and produces resonating overtones to the primary strings. In effect, the ITALIA Modena Sitar produces some of the most unique and bizarre tones to come from an electric guitar. The ITALIA Modena Sitar is loaded with three lipstick pickups (one specially designed for the mini-harp) each having its own individual Volume and Tone controls for endless variations of blending. No other instrument can reproduce what this one does. The ITALIA Modena Sitar is unique and fresh providing a different outlook on modern electric guitar.",Maple Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 648mm,Hollow Construction,Italia Lipstick Pickups,Gotoh Buzz Sitar Bridge,Italia Machines,,1001,4,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"This electric sitar is a unique instrument that utilizes the Gotoh Buzz bridge producing the sympathetic string sound of a traditional sitar. In addition to the unique sound is the mini-harp on the upper part of the body. Tuned in half-steps, this mini-harp has its own lipstick pickup and produces resonating overtones to the primary strings. In effect, the ITALIA Modena Sitar produces some of the most unique and bizarre tones to come from an electric guitar. The ITALIA Modena Sitar is loaded with three lipstick pickups (one specially designed for the mini-harp) each having its own individual Volume and Tone controls for endless variations of blending. No other instrument can reproduce what this one does. The ITALIA Modena Sitar is unique and fresh providing a different outlook on modern electric guitar.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Semitone,simple,MNGS,LSPB,MNGS-LSPB,,Semi-Hollow,Lime Sparkle Burst,"Following in the footsteps of its predecessor the Modena Classic, the Semitone was reborn with a chambered, semi-hollow construction body and wrapped top to bottom of the body and neck in Pearloid. This configuration combined with the newly designed ITALIA Premier Pickups delivers exceptional vintage tone demanded by the serious player. ",Bolt-on Neck w/Pearloid wrapped Hardrock Maple,22frets Rosewood,25.5in. / 648mm,Pearloid warpped Chambered Alder w/Maple Top,Italia Premier IPVb+IP9n,Sus saddled Bridge,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"Following in the footsteps of its predecessor the Modena Classic, the Semitone was reborn with a chambered, semi-hollow construction body and wrapped top to bottom of the body and neck in Pearloid. This configuration combined with the newly designed ITALIA Premier Pickups delivers exceptional vintage tone demanded by the serious player. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Semitone,simple,MNGS,BSPB,MNGS-BSPB,,Semi-Hollow,Burgundy Sparkle Burst,"Following in the footsteps of its predecessor the Modena Classic, the Semitone was reborn with a chambered, semi-hollow construction body and wrapped top to bottom of the body and neck in Pearloid. This configuration combined with the newly designed ITALIA Premier Pickups delivers exceptional vintage tone demanded by the serious player. ",Bolt-on Neck w/Pearloid wrapped Hardrock Maple,22frets Rosewood,25.5in. / 648mm,Pearloid warpped Chambered Alder w/Maple Top,Italia Premier IPVb+IP9n,Sus saddled Bridge,Italia Machines,,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"Following in the footsteps of its predecessor the Modena Classic, the Semitone was reborn with a chambered, semi-hollow construction body and wrapped top to bottom of the body and neck in Pearloid. This configuration combined with the newly designed ITALIA Premier Pickups delivers exceptional vintage tone demanded by the serious player. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Modena Semitone,configurable,,,MNGS,"MNGS-BSPB,MNGS-LSPB",Semi-Hollow,,"Following in the footsteps of its predecessor the Modena Classic, the Semitone was reborn with a chambered, semi-hollow construction body and wrapped top to bottom of the body and neck in Pearloid. This configuration combined with the newly designed ITALIA Premier Pickups delivers exceptional vintage tone demanded by the serious player. ",Bolt-on Neck w/Pearloid wrapped Hardrock Maple,22frets Rosewood,25.5in. / 648mm,Pearloid warpped Chambered Alder w/Maple Top,Italia Premier IPVb+IP9n,Sus saddled Bridge,Italia Machines,,1001,4,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"Following in the footsteps of its predecessor the Modena Classic, the Semitone was reborn with a chambered, semi-hollow construction body and wrapped top to bottom of the body and neck in Pearloid. This configuration combined with the newly designed ITALIA Premier Pickups delivers exceptional vintage tone demanded by the serious player. ",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Rimini 6,simple,RMG6,IBL,RMG6-IBL,,Semi-Hollow,Italia Blue,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",Set Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Chambered Agathis Tonewood w/Ash Back,Wilkinson WMH Mini Humbuckers,Tune-o-matic w/Italia Trapeze,Italia Machines,Pearloid Top,1001,1,KR,Default,color,base,shopper/default,1,Use config,Use config,container1,901.01,"With a wealth of color and finish options, Wilkinson Mini-Humbuckers and a choice of 6 or 12 string versions, the Rimini range will give you a healthy dose of option anxiety. Choose from Pearl fronts, beautiful natural wood backs and necks — all with matching headstocks. These instruments sound as good as they look and deliver that classic ‘British guitar band’ sound. The Rimini is light weight to play but provides heaviweight sound.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
